Customer ID,avg_gap_days,max_gap_days,std_gap_days,snapshot_date
14330,,,,2010-06-30
14334,,,,2010-06-30
14338,,,,2010-06-30
14341,41.2,95.0,38.068359565392356,2010-06-30
14343,55.0,55.0,,2010-06-30
14344,15.333333333333334,21.0,4.932882862316248,2010-06-30
14347,,,,2010-06-30
14355,,,,2010-06-30
14361,,,,2010-06-30
14365,,,,2010-06-30
14369,19.0,19.0,,2010-06-30
14370,31.0,51.0,27.2213151776324,2010-06-30
14372,,,,2010-06-30
14374,,,,2010-06-30
14375,,,,2010-06-30
14376,,,,2010-06-30
14378,,,,2010-06-30
14380,,,,2010-06-30
14388,46.333333333333336,48.0,2.886751345948128,2010-06-30
14389,61.0,61.0,,2010-06-30
14391,,,,2010-06-30
14394,,,,2010-06-30
14395,7.8,17.0,6.833739825307955,2010-06-30
14396,29.0,52.0,26.514147167125703,2010-06-30
14399,36.666666666666664,42.0,8.386497083606082,2010-06-30
14400,,,,2010-06-30
14401,38.2,59.0,25.742960202742807,2010-06-30
14402,,,,2010-06-30
14403,49.0,49.0,,2010-06-30
14404,27.8,49.0,17.75387281693772,2010-06-30
14408,85.5,102.0,23.33452377915607,2010-06-30
14409,,,,2010-06-30
14413,7.0,7.0,,2010-06-30
14415,56.666666666666664,64.0,8.08290376865476,2010-06-30
14420,,,,2010-06-30
14421,70.0,132.0,87.68124086713189,2010-06-30
14422,30.0,48.0,10.353743284435827,2010-06-30
14423,,,,2010-06-30
14425,15.0,15.0,,2010-06-30
14426,38.333333333333336,67.0,24.8461935381123,2010-06-30
14427,,,,2010-06-30
14430,,,,2010-06-30
14431,,,,2010-06-30
14436,,,,2010-06-30
14437,53.0,53.0,,2010-06-30
14439,59.5,116.0,79.90306627407988,2010-06-30
14440,45.666666666666664,50.0,5.8594652770823155,2010-06-30
14441,45.666666666666664,73.0,34.42867022313428,2010-06-30
14442,121.0,121.0,,2010-06-30
14450,,,,2010-06-30
14451,36.25,48.0,9.429563439877091,2010-06-30
14454,87.0,112.0,35.35533905932738,2010-06-30
14459,,,,2010-06-30
14460,68.0,81.0,18.384776310850235,2010-06-30
14461,53.5,70.0,23.33452377915607,2010-06-30
14464,59.0,59.0,,2010-06-30
14465,30.8,47.0,12.617448236470002,2010-06-30
14466,44.0,101.0,39.276795524414496,2010-06-30
14467,62.0,103.0,35.679125549822544,2010-06-30
14468,,,,2010-06-30
14469,59.0,59.0,,2010-06-30
14471,141.0,141.0,,2010-06-30
14472,,,,2010-06-30
14474,,,,2010-06-30
14477,175.0,175.0,,2010-06-30
14478,55.0,55.0,,2010-06-30
14479,,,,2010-06-30
14480,,,,2010-06-30
14481,64.0,64.0,,2010-06-30
14483,,,,2010-06-30
14484,84.0,84.0,,2010-06-30
14486,,,,2010-06-30
14489,,,,2010-06-30
14492,22.0,65.0,29.04020201949934,2010-06-30
14493,52.5,56.0,4.949747468305833,2010-06-30
14494,,,,2010-06-30
14495,,,,2010-06-30
14496,54.0,54.0,,2010-06-30
14497,,,,2010-06-30
14498,,,,2010-06-30
14505,24.75,61.0,25.075599978579064,2010-06-30
14506,,,,2010-06-30
14507,79.0,79.0,,2010-06-30
14508,0.0,0.0,,2010-06-30
14509,,,,2010-06-30
14512,76.5,142.0,92.63098833543772,2010-06-30
14513,,,,2010-06-30
14514,58.666666666666664,72.0,14.6401275039985,2010-06-30
14515,,,,2010-06-30
14519,45.0,45.0,,2010-06-30
14522,29.0,33.0,3.605551275463989,2010-06-30
14525,39.25,65.0,17.576025337563287,2010-06-30
14527,4.309523809523809,17.0,3.367622706679184,2010-06-30
14530,31.25,49.0,16.25576820700886,2010-06-30
14532,41.75,70.0,20.95033810387476,2010-06-30
14533,32.0,32.0,,2010-06-30
14534,51.5,83.0,44.54772721475249,2010-06-30
14535,33.666666666666664,42.0,7.371114795831994,2010-06-30
14537,,,,2010-06-30
14538,75.5,138.0,88.38834764831844,2010-06-30
14540,18.333333333333332,39.0,17.925772879665004,2010-06-30
14541,35.0,48.0,11.789826122551595,2010-06-30
14543,18.181818181818183,60.0,18.486850363532355,2010-06-30
14545,,,,2010-06-30
14546,86.5,111.0,34.64823227814083,2010-06-30
14548,32.4,123.0,53.38820094365421,2010-06-30
14549,143.0,143.0,,2010-06-30
14551,,,,2010-06-30
14552,,,,2010-06-30
14555,151.0,151.0,,2010-06-30
14556,45.5,56.0,14.849242404917497,2010-06-30
14558,38.0,51.0,18.384776310850235,2010-06-30
14560,14.0,61.0,17.08800749063506,2010-06-30
14562,33.5,76.0,31.46956201368766,2010-06-30
14563,,,,2010-06-30
14564,,,,2010-06-30
14566,,,,2010-06-30
14569,,,,2010-06-30
14572,63.0,63.0,,2010-06-30
14573,51.666666666666664,148.0,83.50049900050499,2010-06-30
14574,,,,2010-06-30
14577,47.0,47.0,,2010-06-30
14581,,,,2010-06-30
14583,87.0,87.0,,2010-06-30
14584,30.0,30.0,,2010-06-30
14588,,,,2010-06-30
14590,14.23076923076923,37.0,11.166570990787982,2010-06-30
14593,32.0,109.0,44.770526018799465,2010-06-30
14595,,,,2010-06-30
14596,,,,2010-06-30
14598,,,,2010-06-30
14602,,,,2010-06-30
14604,,,,2010-06-30
14605,67.0,134.0,94.75230867899737,2010-06-30
14606,3.5,14.0,2.733237683644457,2010-06-30
14607,30.833333333333332,63.0,25.964719653149864,2010-06-30
14608,84.0,164.0,113.13708498984761,2010-06-30
14609,84.0,84.0,,2010-06-30
14611,,,,2010-06-30
14613,,,,2010-06-30
14615,,,,2010-06-30
14616,,,,2010-06-30
14618,,,,2010-06-30
14619,,,,2010-06-30
14621,149.0,149.0,,2010-06-30
14623,33.5,61.0,38.890872965260115,2010-06-30
14624,34.5,49.0,20.506096654409877,2010-06-30
14625,65.0,88.0,32.526911934581186,2010-06-30
14626,55.333333333333336,90.0,31.973947728319903,2010-06-30
14628,41.0,41.0,,2010-06-30
14634,7.0,7.0,,2010-06-30
14637,,,,2010-06-30
14639,,,,2010-06-30
14640,61.0,61.0,,2010-06-30
14643,55.0,101.0,65.05382386916237,2010-06-30
14644,,,,2010-06-30
14645,,,,2010-06-30
14646,5.472222222222222,27.0,7.7992164848642185,2010-06-30
14648,19.2,55.0,19.2284511423394,2010-06-30
14649,63.0,82.0,26.870057685088806,2010-06-30
14650,,,,2010-06-30
14651,25.25,40.0,17.53805386390786,2010-06-30
14653,61.666666666666664,130.0,59.53430383680768,2010-06-30
14654,,,,2010-06-30
14655,,,,2010-06-30
14656,,,,2010-06-30
14662,103.0,103.0,,2010-06-30
14665,,,,2010-06-30
14667,13.5,29.0,9.541407733582163,2010-06-30
14669,34.0,75.0,37.986839826445156,2010-06-30
14670,,,,2010-06-30
14671,18.0,18.0,,2010-06-30
14672,,,,2010-06-30
14676,54.5,88.0,47.37615433949868,2010-06-30
14677,,,,2010-06-30
14678,,,,2010-06-30
14679,,,,2010-06-30
14680,6.133333333333334,19.0,4.032055463949847,2010-06-30
14681,9.0,9.0,,2010-06-30
14682,68.5,89.0,28.991378028648448,2010-06-30
14683,,,,2010-06-30
14685,21.0,47.0,21.05548226313834,2010-06-30
14686,0.0,0.0,,2010-06-30
14687,,,,2010-06-30
14692,55.0,55.0,,2010-06-30
14694,,,,2010-06-30
14695,0.0,0.0,,2010-06-30
14701,,,,2010-06-30
14702,25.2,49.0,19.136352839556444,2010-06-30
14704,,,,2010-06-30
14706,,,,2010-06-30
14707,,,,2010-06-30
14709,36.0,46.0,7.905694150420948,2010-06-30
14710,38.8,113.0,42.30484605810545,2010-06-30
14713,35.8,49.0,12.755391017134675,2010-06-30
14714,112.0,112.0,,2010-06-30
14715,127.0,127.0,,2010-06-30
14717,,,,2010-06-30
14723,96.0,130.0,48.08326112068523,2010-06-30
14724,,,,2010-06-30
14725,0.0,0.0,,2010-06-30
14726,,,,2010-06-30
14727,0.0,0.0,,2010-06-30
14729,0.0,0.0,,2010-06-30
14732,27.714285714285715,62.0,24.797273275599512,2010-06-30
14734,,,,2010-06-30
14735,16.833333333333332,47.0,14.714453829998295,2010-06-30
14738,171.0,171.0,,2010-06-30
14739,19.666666666666668,51.0,15.165750888103101,2010-06-30
14740,23.5,58.0,24.528894525980306,2010-06-30
14743,,,,2010-06-30
14744,2.0,4.0,2.0,2010-06-30
14745,24.0,55.0,28.160255680657446,2010-06-30
14748,27.0,27.0,,2010-06-30
14750,,,,2010-06-30
14751,41.0,41.0,,2010-06-30
14754,128.0,128.0,,2010-06-30
14755,21.857142857142858,52.0,21.89694477492672,2010-06-30
14758,,,,2010-06-30
14762,,,,2010-06-30
14766,,,,2010-06-30
14769,48.0,97.0,36.6333181680284,2010-06-30
14770,29.666666666666668,40.0,10.016652800877813,2010-06-30
14771,115.0,115.0,,2010-06-30
14773,,,,2010-06-30
14774,,,,2010-06-30
14783,,,,2010-06-30
14786,,,,2010-06-30
14788,,,,2010-06-30
14790,64.33333333333333,102.0,49.702447961175245,2010-06-30
14791,,,,2010-06-30
14793,,,,2010-06-30
14796,35.333333333333336,49.0,20.305992547357377,2010-06-30
14798,38.0,76.0,37.5099986670221,2010-06-30
14799,,,,2010-06-30
14805,,,,2010-06-30
14807,,,,2010-06-30
14809,0.0,0.0,,2010-06-30
14812,,,,2010-06-30
14813,,,,2010-06-30
14814,,,,2010-06-30
14817,27.0,27.0,,2010-06-30
14818,,,,2010-06-30
14819,,,,2010-06-30
14820,84.0,84.0,,2010-06-30
14821,22.0,44.0,31.11269837220809,2010-06-30
14824,35.5,47.0,16.263455967290593,2010-06-30
14825,17.75,27.0,7.182153808805081,2010-06-30
14826,113.0,113.0,,2010-06-30
14828,40.5,71.0,22.068076490713914,2010-06-30
14831,28.5,57.0,40.30508652763321,2010-06-30
14832,,,,2010-06-30
14835,88.0,88.0,,2010-06-30
14837,93.0,93.0,,2010-06-30
14838,,,,2010-06-30
14839,124.0,124.0,,2010-06-30
14840,,,,2010-06-30
14841,48.0,102.0,46.783187863447985,2010-06-30
14844,,,,2010-06-30
14845,,,,2010-06-30
14847,,,,2010-06-30
14849,19.0,42.0,19.086270308410555,2010-06-30
14850,0.0,0.0,,2010-06-30
14851,,,,2010-06-30
14852,34.0,54.0,29.597297173897484,2010-06-30
14853,62.0,62.0,,2010-06-30
14854,110.0,110.0,,2010-06-30
14855,,,,2010-06-30
14857,38.5,77.0,54.44722215136416,2010-06-30
14859,,,,2010-06-30
14861,29.0,35.0,8.48528137423857,2010-06-30
14865,,,,2010-06-30
14867,18.181818181818183,43.0,14.871571415409884,2010-06-30
14869,60.0,60.0,,2010-06-30
14870,35.0,35.0,,2010-06-30
14871,62.333333333333336,105.0,46.3609030685699,2010-06-30
14872,48.0,48.0,,2010-06-30
14873,,,,2010-06-30
14874,,,,2010-06-30
14876,,,,2010-06-30
14877,,,,2010-06-30
14878,14.571428571428571,37.0,15.40408109189621,2010-06-30
14879,,,,2010-06-30
14882,37.5,47.0,13.435028842544403,2010-06-30
14884,,,,2010-06-30
14890,41.0,41.0,,2010-06-30
14892,,,,2010-06-30
14893,,,,2010-06-30
14894,,,,2010-06-30
14895,20.555555555555557,72.0,22.511725339870726,2010-06-30
14896,29.0,55.0,26.0,2010-06-30
14897,131.0,131.0,,2010-06-30
14898,43.0,74.0,32.60368077380221,2010-06-30
14902,,,,2010-06-30
14905,65.0,90.0,35.35533905932738,2010-06-30
14907,,,,2010-06-30
14909,98.0,98.0,,2010-06-30
14911,1.9886363636363635,20.0,3.699935750239978,2010-06-30
14912,91.0,91.0,,2010-06-30
14915,68.66666666666667,90.0,21.007935008784976,2010-06-30
14916,18.5,31.0,17.67766952966369,2010-06-30
14917,0.0,0.0,,2010-06-30
14918,31.5,63.0,44.54772721475249,2010-06-30
14919,,,,2010-06-30
14920,,,,2010-06-30
14924,29.0,29.0,,2010-06-30
14926,,,,2010-06-30
14928,,,,2010-06-30
14930,43.0,43.0,,2010-06-30
14935,,,,2010-06-30
14936,0.0,0.0,,2010-06-30
14938,0.0,0.0,,2010-06-30
14940,,,,2010-06-30
14941,,,,2010-06-30
14942,68.0,91.0,32.526911934581186,2010-06-30
14943,,,,2010-06-30
14944,28.5,57.0,40.30508652763321,2010-06-30
14947,47.0,73.0,36.76955262170047,2010-06-30
14949,35.5,41.0,7.7781745930520225,2010-06-30
14952,15.454545454545455,47.0,17.351447411461884,2010-06-30
14954,,,,2010-06-30
14955,,,,2010-06-30
14957,,,,2010-06-30
14958,70.0,109.0,55.154328932550705,2010-06-30
14961,44.5,115.0,47.93398237854504,2010-06-30
14962,22.0,32.0,14.142135623730951,2010-06-30
14966,0.0,0.0,,2010-06-30
14967,76.0,76.0,,2010-06-30
14969,,,,2010-06-30
14970,18.571428571428573,56.0,21.196360873643243,2010-06-30
14977,,,,2010-06-30
14978,24.5,49.0,34.64823227814083,2010-06-30
14979,,,,2010-06-30
14980,,,,2010-06-30
14982,,,,2010-06-30
14983,,,,2010-06-30
14984,72.5,145.0,102.5304832720494,2010-06-30
14986,,,,2010-06-30
14987,5.666666666666667,10.0,5.131601439446884,2010-06-30
14988,17.0,17.0,,2010-06-30
14989,,,,2010-06-30
14990,118.0,118.0,,2010-06-30
14993,,,,2010-06-30
14994,34.0,34.0,,2010-06-30
14997,,,,2010-06-30
14998,,,,2010-06-30
14999,,,,2010-06-30
15002,54.0,126.0,62.48199740725323,2010-06-30
15003,13.25,20.0,7.804912982645397,2010-06-30
15005,12.6875,32.0,6.906217005954368,2010-06-30
15008,,,,2010-06-30
15012,,,,2010-06-30
15013,19.142857142857142,31.0,8.15329322888552,2010-06-30
15015,15.9,29.0,10.754327294422257,2010-06-30
15016,,,,2010-06-30
15022,,,,2010-06-30
15023,26.4,56.0,21.477895613863105,2010-06-30
15025,,,,2010-06-30
15027,19.666666666666668,41.0,20.55075018906447,2010-06-30
15029,,,,2010-06-30
15030,46.5,79.0,45.96194077712559,2010-06-30
15031,31.666666666666668,46.0,10.347302385968367,2010-06-30
15032,125.0,125.0,,2010-06-30
15034,,,,2010-06-30
15039,10.222222222222221,27.0,6.699917080747259,2010-06-30
15040,,,,2010-06-30
15042,,,,2010-06-30
15043,,,,2010-06-30
15044,22.5,64.0,25.42215007204769,2010-06-30
15046,23.333333333333332,55.0,17.94064287216784,2010-06-30
15051,102.0,128.0,36.76955262170047,2010-06-30
15055,129.0,129.0,,2010-06-30
15057,108.0,108.0,,2010-06-30
15058,60.0,60.0,,2010-06-30
15059,36.2,56.0,17.782013384316187,2010-06-30
15061,4.842105263157895,38.0,8.691487963268845,2010-06-30
15062,,,,2010-06-30
15064,141.0,141.0,,2010-06-30
15067,,,,2010-06-30
15068,,,,2010-06-30
15070,133.0,133.0,,2010-06-30
15071,,,,2010-06-30
15073,85.0,85.0,,2010-06-30
15077,,,,2010-06-30
15078,20.2,62.0,18.323027406335815,2010-06-30
15079,61.333333333333336,105.0,54.68394036034102,2010-06-30
15081,,,,2010-06-30
15082,,,,2010-06-30
15084,,,,2010-06-30
15085,,,,2010-06-30
15086,60.0,60.0,,2010-06-30
15091,0.0,0.0,,2010-06-30
15093,37.4,53.0,11.058933040759403,2010-06-30
15094,,,,2010-06-30
15095,90.0,90.0,,2010-06-30
15097,0.0,0.0,,2010-06-30
15100,,,,2010-06-30
15101,36.0,36.0,,2010-06-30
15102,16.0,16.0,,2010-06-30
15105,,,,2010-06-30
15109,156.0,156.0,,2010-06-30
15111,,,,2010-06-30
15112,,,,2010-06-30
15115,,,,2010-06-30
15117,0.0,0.0,,2010-06-30
15122,27.666666666666668,48.0,24.826061575153908,2010-06-30
15123,,,,2010-06-30
15124,,,,2010-06-30
15125,14.0,56.0,23.426480742954116,2010-06-30
15126,150.0,150.0,,2010-06-30
15129,24.666666666666668,47.0,19.39931270260195,2010-06-30
15135,,,,2010-06-30
15137,,,,2010-06-30
15141,21.25,42.0,18.82153022471871,2010-06-30
15144,65.0,73.0,13.856406460551018,2010-06-30
15149,24.333333333333332,72.0,41.28357219685977,2010-06-30
15150,,,,2010-06-30
15152,,,,2010-06-30
15157,159.0,159.0,,2010-06-30
15162,,,,2010-06-30
15164,69.5,77.0,10.606601717798213,2010-06-30
15167,,,,2010-06-30
15169,,,,2010-06-30
15173,20.25,30.0,7.41057802513857,2010-06-30
15176,,,,2010-06-30
15179,46.5,51.0,4.79583152331272,2010-06-30
15180,,,,2010-06-30
15181,,,,2010-06-30
15182,92.0,92.0,,2010-06-30
15183,18.0,20.0,2.8284271247461903,2010-06-30
15184,,,,2010-06-30
15186,120.0,120.0,,2010-06-30
15188,,,,2010-06-30
15191,0.0,0.0,,2010-06-30
15192,104.0,104.0,,2010-06-30
15194,26.0,89.0,36.70830968595531,2010-06-30
15196,,,,2010-06-30
15197,,,,2010-06-30
15198,72.0,72.0,,2010-06-30
15199,40.0,40.0,,2010-06-30
15201,,,,2010-06-30
15203,37.4,55.0,22.165288177689007,2010-06-30
15207,,,,2010-06-30
15209,,,,2010-06-30
15210,,,,2010-06-30
15215,28.0,28.0,,2010-06-30
15216,,,,2010-06-30
15217,,,,2010-06-30
15218,24.0,43.0,14.2828568570857,2010-06-30
15219,,,,2010-06-30
15221,44.0,44.0,,2010-06-30
15222,16.428571428571427,30.0,9.606545387688245,2010-06-30
15223,62.0,81.0,26.870057685088806,2010-06-30
15224,46.0,46.0,,2010-06-30
15227,63.0,63.0,,2010-06-30
15229,,,,2010-06-30
15231,,,,2010-06-30
15240,100.0,149.0,69.29646455628166,2010-06-30
15241,83.0,83.0,,2010-06-30
15244,,,,2010-06-30
15245,,,,2010-06-30
15246,,,,2010-06-30
15247,,,,2010-06-30
15248,,,,2010-06-30
15249,36.0,52.0,22.627416997969522,2010-06-30
15250,,,,2010-06-30
15251,23.833333333333332,52.0,17.394443557258928,2010-06-30
15252,35.0,35.0,,2010-06-30
15253,,,,2010-06-30
15254,14.0,14.0,,2010-06-30
15255,192.0,192.0,,2010-06-30
15256,,,,2010-06-30
15259,80.0,80.0,,2010-06-30
15260,16.5,69.0,20.571383477584053,2010-06-30
15264,,,,2010-06-30
15265,133.0,133.0,,2010-06-30
15266,15.0,15.0,,2010-06-30
15268,,,,2010-06-30
15270,14.571428571428571,47.0,18.437797616645565,2010-06-30
15272,91.0,91.0,,2010-06-30
15273,,,,2010-06-30
15278,34.333333333333336,103.0,59.46707772653145,2010-06-30
15279,45.0,45.0,,2010-06-30
15280,,,,2010-06-30
15282,,,,2010-06-30
15287,,,,2010-06-30
15288,69.0,69.0,,2010-06-30
15289,,,,2010-06-30
15290,52.0,71.0,26.870057685088806,2010-06-30
15291,10.066666666666666,25.0,8.370583412562512,2010-06-30
15293,,,,2010-06-30
15295,,,,2010-06-30
15296,116.0,116.0,,2010-06-30
15298,35.8,62.0,16.976454282328802,2010-06-30
15299,,,,2010-06-30
15302,,,,2010-06-30
15303,118.0,118.0,,2010-06-30
15305,,,,2010-06-30
15306,31.0,63.0,27.874719729532707,2010-06-30
15309,41.333333333333336,84.0,38.03068936179481,2010-06-30
15311,2.135135135135135,14.0,2.1282465888924085,2010-06-30
15312,35.25,51.0,10.90489186863706,2010-06-30
15317,,,,2010-06-30
15321,15.571428571428571,53.0,21.51632824048706,2010-06-30
15323,49.0,50.0,1.4142135623730951,2010-06-30
15324,,,,2010-06-30
15325,38.0,46.0,11.313708498984761,2010-06-30
15326,42.666666666666664,63.0,23.459184413217212,2010-06-30
15329,45.5,95.0,38.23174945861969,2010-06-30
15331,,,,2010-06-30
15338,,,,2010-06-30
15339,46.0,46.0,,2010-06-30
15340,,,,2010-06-30
15352,,,,2010-06-30
15353,188.0,188.0,,2010-06-30
15354,0.0,0.0,0.0,2010-06-30
15358,26.714285714285715,50.0,16.34741861084175,2010-06-30
15359,4.142857142857143,13.0,5.698788509515902,2010-06-30
15361,7.0,7.0,,2010-06-30
15362,,,,2010-06-30
15365,,,,2010-06-30
15366,50.0,53.0,4.242640687119285,2010-06-30
15367,34.0,82.0,34.90940656422946,2010-06-30
15369,27.6,84.0,34.10718399399165,2010-06-30
15371,,,,2010-06-30
15372,0.6666666666666666,2.0,1.1547005383792517,2010-06-30
15373,17.5,21.0,4.949747468305833,2010-06-30
15374,,,,2010-06-30
15375,,,,2010-06-30
15380,46.75,74.0,31.74245317131827,2010-06-30
15381,42.0,42.0,,2010-06-30
15382,76.5,79.0,3.5355339059327378,2010-06-30
15384,,,,2010-06-30
15385,,,,2010-06-30
15389,62.5,119.0,79.90306627407988,2010-06-30
15391,,,,2010-06-30
15393,77.5,125.0,67.17514421272202,2010-06-30
15394,79.0,158.0,111.72287142747452,2010-06-30
15396,,,,2010-06-30
15400,,,,2010-06-30
15401,,,,2010-06-30
15402,51.0,51.0,,2010-06-30
15403,,,,2010-06-30
15405,,,,2010-06-30
15409,,,,2010-06-30
15410,31.0,31.0,,2010-06-30
15413,11.0,25.0,9.345230512584124,2010-06-30
15416,,,,2010-06-30
15418,,,,2010-06-30
15420,43.5,84.0,31.267661675710045,2010-06-30
15421,55.666666666666664,86.0,28.676354952004157,2010-06-30
15422,100.0,100.0,,2010-06-30
15423,39.0,39.0,,2010-06-30
15425,67.0,100.0,46.66904755831214,2010-06-30
15426,,,,2010-06-30
15428,84.0,84.0,,2010-06-30
15430,,,,2010-06-30
15432,,,,2010-06-30
15434,,,,2010-06-30
15437,,,,2010-06-30
15439,0.0,0.0,,2010-06-30
15441,,,,2010-06-30
15443,20.5,48.0,19.739976359323904,2010-06-30
15445,,,,2010-06-30
15446,97.0,97.0,,2010-06-30
15447,13.0,26.0,18.384776310850235,2010-06-30
15448,,,,2010-06-30
15451,,,,2010-06-30
15454,,,,2010-06-30
15455,,,,2010-06-30
15456,39.75,81.0,30.47813423860894,2010-06-30
15461,,,,2010-06-30
15465,18.0,49.0,15.146899729930594,2010-06-30
15466,130.0,130.0,,2010-06-30
15470,,,,2010-06-30
15471,,,,2010-06-30
15474,,,,2010-06-30
15477,,,,2010-06-30
15478,,,,2010-06-30
15479,,,,2010-06-30
15480,0.0,0.0,,2010-06-30
15482,26.8,64.0,23.82645588416372,2010-06-30
15483,48.0,144.0,83.13843876330611,2010-06-30
15484,194.0,194.0,,2010-06-30
15485,28.0,56.0,39.59797974644666,2010-06-30
15487,,,,2010-06-30
15488,,,,2010-06-30
15489,81.5,85.0,4.949747468305833,2010-06-30
15493,42.0,42.0,,2010-06-30
15494,,,,2010-06-30
15496,,,,2010-06-30
15497,35.25,69.0,22.691775308835282,2010-06-30
15498,31.4,66.0,31.469032396945416,2010-06-30
15499,,,,2010-06-30
15502,,,,2010-06-30
15503,,,,2010-06-30
15504,59.0,59.0,,2010-06-30
15512,,,,2010-06-30
15513,16.444444444444443,70.0,22.14221709264404,2010-06-30
15514,34.25,63.0,29.859392715414245,2010-06-30
15518,38.5,87.0,34.74190553208042,2010-06-30
15521,52.0,92.0,47.15930449020638,2010-06-30
15523,22.555555555555557,76.0,22.633554245362742,2010-06-30
15524,,,,2010-06-30
15527,21.625,72.0,24.628308334690214,2010-06-30
15532,21.0,21.0,,2010-06-30
15534,,,,2010-06-30
15538,24.8,60.0,25.46958971008367,2010-06-30
15542,0.0,0.0,,2010-06-30
15544,21.0,48.0,13.253930234714028,2010-06-30
15546,0.0,0.0,,2010-06-30
15547,40.2,70.0,28.908476265621474,2010-06-30
15548,,,,2010-06-30
15549,51.0,80.0,32.41913015489465,2010-06-30
15550,19.666666666666668,29.0,9.504384952922168,2010-06-30
15551,,,,2010-06-30
15552,,,,2010-06-30
15555,21.444444444444443,69.0,25.549516194593153,2010-06-30
15558,,,,2010-06-30
15559,,,,2010-06-30
15561,59.0,84.0,35.35533905932738,2010-06-30
15562,,,,2010-06-30
15563,76.0,76.0,,2010-06-30
15564,,,,2010-06-30
15566,,,,2010-06-30
15569,59.0,69.0,14.142135623730951,2010-06-30
15570,14.2,27.0,12.497999839974394,2010-06-30
15571,58.0,107.0,42.790185790669334,2010-06-30
15572,,,,2010-06-30
15573,55.0,76.0,29.698484809834994,2010-06-30
15575,,,,2010-06-30
15577,2.0,2.0,,2010-06-30
15580,46.0,73.0,24.020824298928627,2010-06-30
15581,14.428571428571429,114.0,30.07097830573086,2010-06-30
15584,,,,2010-06-30
15586,54.0,67.0,18.384776310850235,2010-06-30
15588,,,,2010-06-30
15590,11.0,22.0,15.556349186104045,2010-06-30
15591,45.0,57.0,16.97056274847714,2010-06-30
15597,,,,2010-06-30
15600,51.0,51.0,,2010-06-30
15601,17.0,44.0,15.21840990379744,2010-06-30
15602,56.0,57.0,1.4142135623730951,2010-06-30
15603,,,,2010-06-30
15605,34.666666666666664,48.0,14.047538337136986,2010-06-30
15606,35.0,48.0,11.269427669584644,2010-06-30
15607,22.0,64.0,22.015146301277824,2010-06-30
15611,17.142857142857142,39.0,14.07632257171088,2010-06-30
15613,,,,2010-06-30
15614,,,,2010-06-30
15615,16.818181818181817,43.0,12.967792270222267,2010-06-30
15622,15.666666666666666,49.0,19.765289440498123,2010-06-30
15623,57.333333333333336,72.0,16.802777548171413,2010-06-30
15625,1.0,1.0,,2010-06-30
15628,61.5,64.0,3.5355339059327378,2010-06-30
15629,,,,2010-06-30
15630,,,,2010-06-30
15631,,,,2010-06-30
15633,16.454545454545453,37.0,9.595453468842798,2010-06-30
15636,,,,2010-06-30
15637,83.0,83.0,,2010-06-30
15638,17.0,17.0,,2010-06-30
15639,,,,2010-06-30
15640,21.75,60.0,24.75450896878616,2010-06-30
15641,48.0,94.0,35.223098481914775,2010-06-30
15642,,,,2010-06-30
15650,,,,2010-06-30
15651,,,,2010-06-30
15658,,,,2010-06-30
15659,,,,2010-06-30
15660,46.0,53.0,9.643650760992955,2010-06-30
15661,,,,2010-06-30
15662,77.0,77.0,,2010-06-30
15664,67.0,67.0,,2010-06-30
15665,,,,2010-06-30
15670,,,,2010-06-30
15672,,,,2010-06-30
15673,41.0,44.0,4.242640687119285,2010-06-30
15674,49.0,78.0,30.994623189622207,2010-06-30
15680,38.5,53.0,12.871156384205214,2010-06-30
15681,14.0,14.0,,2010-06-30
15682,88.0,88.0,,2010-06-30
15684,93.5,154.0,85.55992052357225,2010-06-30
15689,,,,2010-06-30
15691,143.0,143.0,,2010-06-30
15693,,,,2010-06-30
15694,100.5,136.0,50.204581464244875,2010-06-30
15695,83.0,83.0,,2010-06-30
15696,45.333333333333336,61.0,15.502687938977981,2010-06-30
15697,,,,2010-06-30
15698,,,,2010-06-30
15702,,,,2010-06-30
15704,,,,2010-06-30
15709,,,,2010-06-30
15711,128.0,128.0,,2010-06-30
15712,64.33333333333333,126.0,53.46338310781813,2010-06-30
15713,104.0,104.0,,2010-06-30
15714,5.0,5.0,,2010-06-30
15715,15.75,40.0,19.465781943365815,2010-06-30
15716,48.0,105.0,38.27096375408734,2010-06-30
15717,59.0,59.0,,2010-06-30
15718,,,,2010-06-30
15719,19.3,46.0,12.028207587906762,2010-06-30
15720,,,,2010-06-30
15722,18.0,20.0,2.8284271247461903,2010-06-30
15723,,,,2010-06-30
15727,64.5,114.0,70.0035713374682,2010-06-30
15731,,,,2010-06-30
15732,14.166666666666666,40.0,14.918668394554075,2010-06-30
15734,,,,2010-06-30
15738,11.6875,35.0,9.870621392124544,2010-06-30
15741,,,,2010-06-30
15742,,,,2010-06-30
15747,76.5,95.0,26.16295090390226,2010-06-30
15750,64.66666666666667,160.0,82.61557560976824,2010-06-30
15751,26.714285714285715,97.0,36.686574682092655,2010-06-30
15754,12.333333333333334,27.0,13.316656236958785,2010-06-30
15755,37.2,46.0,7.395944834840238,2010-06-30
15757,,,,2010-06-30
15759,98.0,163.0,91.92388155425118,2010-06-30
15760,0.0,0.0,,2010-06-30
15765,,,,2010-06-30
15766,,,,2010-06-30
15768,7.074074074074074,18.0,3.2807823401641207,2010-06-30
15769,21.77777777777778,51.0,14.98147003616282,2010-06-30
